Generation Model,Embedding Model,Arrival Rate,Top K,Retrieved Doc. Recall@K,Avg. RAG Accuracy,Avg. Queue Latency (s),Avg. Emb. Latency (s),Avg. Ret. Latency (s),Avg. Gen. Latency (s),P99 Latency (s),Throughput (q/s),Avg GPU Power: Embedding (W),Est. GPU Energy Embedding (J),Avg. Energy per Query Embedding (J),Avg GPU Power: Generation (W),Est. GPU Energy Generation (J),Avg. Energy per Query Generation (J),Total Avg. Energy per Query (J)
LLAMA70B,infly/inf-retriever-v1,2.0,3,0.54,0.2866666666666667,0.0049706315994262696,0.08657302220662434,0.001962119738260905,10.46938174088796,26.983738799095153,1.5904588727514137,97.29617521367521,9176.236199558973,61.17490799705982,292.1250747863248,110204.07246908429,734.693816460562,795.8687244576217
LLAMA70B,infly/inf-retriever-v1,2.0,1,0.36,0.20666666666666667,0.00032071272532145184,0.07807611465454102,0.001999994913736979,9.153908898035684,23.647338953018178,1.6031482846956555,98.23168803418805,9191.135558570915,61.27423705713944,289.91836538461536,108505.88238866026,723.372549257735,784.6467863148745
LLAMA70B,infly/inf-retriever-v1-1.5b,2.0,50,0.94,0.49333333333333335,95.30342187722523,0.039961018562316895,0.0022409248352050783,60.36089081287384,251.791580119133,0.4839174009283567,71.98084507042255,22311.920877095883,148.74613918063923,385.6683266993264,478182.8377646094,3187.885585097396,3336.631724278035
LLAMA70B,infly/inf-retriever-v1-1.5b,2.0,20,0.9,0.4266666666666667,27.29915580113729,0.03556623458862305,0.0015216493606567383,28.059237399101256,94.30783451080322,0.9498062094943278,73.36406134969326,11586.162621860294,77.2410841457353,363.8752760736196,229862.85356084062,1532.4190237389375,1609.660107884673
LLAMA70B,infly/inf-retriever-v1-1.5b,2.0,10,0.8133333333333334,0.4,0.9509805329640706,0.03635009288787842,0.001527875264485677,13.710231560071309,34.34893398046493,1.579957757538105,74.35167346938776,7058.8919021394695,47.059279347596465,317.79785204081634,120685.95525085808,804.5730350057205,851.632314353317
LLAMA70B,infly/inf-retriever-v1-1.5b,2.0,5,0.6666666666666666,0.36,0.01063300609588623,0.038370488484700524,0.0017146650950113933,10.646521546045939,27.5743236207962,1.59467567487931,74.50149473684212,7007.835126959024,46.718900846393495,293.90524736842104,110582.45334707247,737.2163556471498,783.9352564935433
LLAMA70B,infly/inf-retriever-v1-1.5b,2.0,3,0.56,0.31333333333333335,0.0003557125727335612,0.035991458892822265,0.0015807485580444337,10.121356825828553,27.072002260684965,1.6499573453605378,75.00737843551798,6819.028865785121,45.46019243856747,291.51203488372096,106007.11674277433,706.7141116184956,752.1743040570631
LLAMA70B,infly/inf-retriever-v1-1.5b,2.0,1,0.32,0.2,0.00037181695302327474,0.03650731404622396,0.0012978680928548178,8.52195405960083,25.463387386798843,1.6475303730626671,74.97637149028077,6826.250919207991,45.508339461386605,291.3800593952484,106115.21249963572,707.4347499975714,752.9430894589581
LLAMA8B,intfloat/multilingual-e5-small,2.0,50,0.9333333333333333,0.0,0.0003483692804972331,0.014387658437093099,0.0010560846328735351,3.9880045016606647,14.911383318901045,2.0206869104607117,65.12642335766424,4834.476559964619,32.22984373309746,352.3814841849149,26158.046728617603,174.38697819078402,206.61682192388147
LLAMA8B,intfloat/multilingual-e5-small,2.0,20,0.8266666666666667,0.29333333333333333,0.024621748924255372,0.015859344800313313,0.0008783467610677083,5.103896972338359,14.050260753631592,1.9220436906147471,65.1297709923664,5082.853057169731,33.88568704779821,328.9896183206107,25674.984907501235,171.16656605000824,205.05225309780644
